Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
3097,20,Female,Skirt,Clothing,66,Georgia,XL,Blue,Winter,3.32,No,Free Shipping,Yes,Yes,31,PayPal,Monthly
3098,54,Female,Blouse,Clothing,33,Idaho,M,Gray,Winter,2.67,No,Next Day Air,Yes,Yes,2,PayPal,Monthly
3099,39,Female,Jacket,Clothing,26,Arizona,S,Black,Winter,4.78,Yes,Store Pickup,No,No,2,Debit Card,Quarterly
3100,34,Female,Boots,Footwear,93,New York,XL,Blue,Summer,3.81,Yes,Free Shipping,Yes,Yes,5,PayPal,Bi-Weekly
3101,31,Male,Sneakers,Footwear,98,Montana,M,White,Spring,2.83,No,Standard,No,No,14,Cash,Fortnightly
3102,58,Female,Sandals,Footwear,50,Alabama,M,Pink,Winter,3.18,No,Store Pickup,Yes,Yes,23,Venmo,Quarterly
3103,52,Female,Shirt,Clothing,100,Montana,M,Brown,Fall,3.98,No,Standard,Yes,Yes,35,Credit Card,Monthly
3104,30,Female,Shirt,Clothing,70,Montana,L,Red,Fall,3.97,No,Next Day Air,No,No,46,PayPal,Every 3 Months
3105,52,Female,Sweater,Clothing,48,Idaho,S,Pink,Fall,3.35,No,Next Day Air,No,No,1,Credit Card,Bi-Weekly
3106,60,Female,Coat,Clothing,34,Idaho,M,Beige,Fall,3.15,Yes,Free Shipping,No,No,41,Debit Card,Quarterly
3107,19,Male,Shorts,Clothing,95,Illinois,L,Yellow,Fall,3.46,Yes,Express,Yes,Yes,48,Credit Card,Bi-Weekly
3108,64,Female,Blouse,Clothing,44,Idaho,S,White,Summer,2.64,No,2-Day Shipping,No,No,49,Cash,Every 3 Months
3109,30,Male,Sneakers,Footwear,80,Arizona,S,Pink,Spring,3.51,No,Standard,No,No,40,Cash,Weekly
3110,68,Male,Skirt,Clothing,60,Michigan,L,Blue,Summer,3.52,No,Standard,Yes,Yes,15,Debit Card,Fortnightly
3111,33,Female,Shirt,Clothing,88,Colorado,S,Beige,Fall,4.72,No,Store Pickup,No,No,30,Bank Transfer,Fortnightly
3112,35,Female,Sandals,Footwear,23,Illinois,L,Gray,Fall,3.53,Yes,Store Pickup,Yes,Yes,21,Cash,Fortnightly
3113,24,Male,Sweater,Clothing,76,Florida,XL,Blue,Winter,3.95,Yes,Next Day Air,No,No,8,Venmo,Monthly
3114,62,Male,Hoodie,Clothing,50,Montana,M,Beige,Winter,4.76,Yes,Express,No,No,7,Bank Transfer,Monthly
3115,53,Male,Boots,Footwear,22,Florida,L,Blue,Spring,3.16,No,Next Day Air,No,No,41,Cash,Fortnightly
3116,58,Female,Sandals,Footwear,86,Georgia,S,Brown,Spring,3.43,No,Free Shipping,No,No,34,Bank Transfer,Bi-Weekly
3117,47,Male,Blouse,Clothing,69,Montana,S,Blue,Spring,3.48,No,Express,Yes,Yes,42,PayPal,Weekly
3118,59,Male,Shorts,Clothing,36,Georgia,XL,Black,Summer,2.8,No,Free Shipping,No,No,37,Cash,Monthly
3119,58,Female,Sweater,Clothing,79,Montana,XL,White,Winter,3.64,No,Standard,Yes,Yes,48,Bank Transfer,Every 3 Months
3120,24,Male,Hoodie,Clothing,93,Texas,XL,Red,Spring,4.5,No,Next Day Air,Yes,Yes,32,Venmo,Quarterly
3121,32,Female,Sweater,Clothing,85,Montana,XL,White,Winter,4.31,No,Store Pickup,No,No,33,Debit Card,Quarterly
3122,57,Male,Jacket,Clothing,94,New York,XL,Red,Winter,4.51,No,Next Day Air,No,No,6,Cash,Monthly
3123,36,Female,Sneakers,Footwear,43,Virginia,M,Red,Winter,3.42,Yes,2-Day Shipping,No,No,42,Venmo,Fortnightly
3124,60,Male,Sweater,Clothing,51,Colorado,L,Red,Winter,3.12,No,Express,Yes,Yes,10,PayPal,Bi-Weekly
3125,54,Female,Dress,Clothing,38,Florida,XL,Black,Winter,5.0,No,Standard,No,No,26,Credit Card,Weekly
3126,19,Female,Jacket,Clothing,85,Oregon,XL,Brown,Winter,3.93,Yes,2-Day Shipping,No,No,45,Credit Card,Quarterly
3127,59,Male,Jacket,Clothing,79,Colorado,M,Yellow,Summer,2.83,No,2-Day Shipping,Yes,Yes,26,Debit Card,Monthly
3128,65,Female,Blouse,Clothing,85,Montana,L,Pink,Fall,5.0,No,Next Day Air,Yes,Yes,19,Debit Card,Bi-Weekly
3129,30,Male,Dress,Clothing,34,California,XL,White,Winter,3.75,Yes,Express,Yes,Yes,35,Credit Card,Fortnightly
3130,57,Female,Jeans,Clothing,54,California,L,Blue,Summer,2.03,Yes,Next Day Air,Yes,Yes,45,Credit Card,Weekly
3131,58,Female,Sandals,Footwear,88,California,L,Beige,Spring,4.67,No,Express,No,No,4,Debit Card,Weekly
3132,60,Female,Boots,Footwear,46,Arizona,M,Pink,Summer,2.41,No,2-Day Shipping,No,No,25,Credit Card,Quarterly
3133,60,Female,Shorts,Clothing,26,Illinois,M,Red,Summer,3.97,Yes,Free Shipping,No,No,8,Cash,Annually
3134,48,Female,T-shirt,Clothing,25,Florida,XL,Red,Summer,4.31,No,Standard,No,No,12,Bank Transfer,Quarterly
3135,33,Female,Sandals,Footwear,52,Montana,S,Brown,Winter,4.21,No,2-Day Shipping,Yes,Yes,24,Venmo,Every 3 Months
3136,59,Female,Sweater,Clothing,77,Colorado,M,Green,Spring,4.73,No,Next Day Air,No,No,24,Bank Transfer,Monthly
3137,61,Male,Shorts,Clothing,68,Ohio,L,Green,Summer,4.41,No,Standard,No,No,17,Debit Card,Annually
3138,23,Male,Shirt,Clothing,36,Virginia,L,Pink,Spring,4.91,No,2-Day Shipping,No,No,25,Venmo,Weekly
3139,45,Female,Jeans,Clothing,61,Illinois,XL,Black,Summer,3.74,No,Express,Yes,Yes,33,PayPal,Fortnightly
3140,49,Female,Shirt,Clothing,91,Ohio,XL,Blue,Winter,3.55,Yes,Next Day Air,No,No,27,PayPal,Fortnightly
3141,61,Female,Dress,Clothing,59,Georgia,XL,White,Summer,3.59,No,2-Day Shipping,Yes,Yes,2,Cash,Annually
3142,27,Male,Pants,Clothing,65,Alabama,L,Yellow,Summer,4.62,Yes,Express,Yes,Yes,9,PayPal,Monthly
3143,67,Female,Shirt,Clothing,90,New York,M,Gray,Spring,3.42,No,Express,No,No,33,Debit Card,Weekly
3144,35,Male,Skirt,Clothing,89,Alabama,S,Gray,Spring,4.31,No,Express,Yes,Yes,19,Cash,Quarterly
3145,21,Female,Sneakers,Footwear,87,Oregon,M,Yellow,Spring,3.28,No,Standard,No,No,49,Bank Transfer,Every 3 Months
3146,26,Female,Sandals,Footwear,20,Georgia,S,Black,Fall,3.29,No,Next Day Air,No,No,5,Cash,Fortnightly
3147,24,Female,T-shirt,Clothing,98,Idaho,M,Gray,Spring,4.51,No,Express,No,No,47,Debit Card,Bi-Weekly
3148,67,Female,Skirt,Clothing,71,Georgia,XL,Yellow,Summer,4.06,Yes,2-Day Shipping,Yes,Yes,20,Credit Card,Monthly
3149,25,Female,Pants,Clothing,54,Illinois,L,White,Fall,2.5,No,Express,Yes,Yes,24,Venmo,Fortnightly
3150,60,Male,Blouse,Clothing,88,Ohio,S,Red,Spring,3.29,No,Next Day Air,Yes,Yes,31,Debit Card,Bi-Weekly
3151,24,Female,T-shirt,Clothing,24,Texas,M,Gray,Winter,2.26,No,Store Pickup,No,No,44,Credit Card,Annually
3152,58,Male,Shirt,Clothing,36,Montana,L,Blue,Spring,3.57,Yes,Store Pickup,Yes,Yes,4,Credit Card,Bi-Weekly
3153,57,Male,Sweater,Clothing,72,Georgia,S,Blue,Winter,3.64,No,Standard,Yes,Yes,32,PayPal,Fortnightly
3154,20,Female,Hoodie,Clothing,71,Arizona,S,Blue,Fall,3.52,No,Express,Yes,Yes,47,Bank Transfer,Monthly
3155,34,Female,Jeans,Clothing,33,Florida,L,Red,Winter,4.52,Yes,2-Day Shipping,Yes,Yes,35,Cash,Bi-Weekly
3156,19,Female,Boots,Footwear,48,Montana,XL,Brown,Fall,4.05,No,Next Day Air,No,No,14,Cash,Bi-Weekly
3157,32,Male,Coat,Clothing,27,Florida,L,Red,Winter,5.0,No,Express,No,No,36,PayPal,Weekly
3158,63,Male,T-shirt,Clothing,20,Texas,XL,Red,Spring,4.12,No,Standard,Yes,Yes,6,PayPal,Every 3 Months
3159,46,Male,Boots,Footwear,48,Montana,M,Red,Fall,4.13,No,Free Shipping,No,No,17,Cash,Every 3 Months
3160,67,Female,Boots,Footwear,55,New York,M,Pink,Summer,3.96,No,Store Pickup,No,No,18,Debit Card,Every 3 Months
3161,65,Male,Shirt,Clothing,70,Georgia,L,Green,Summer,3.64,Yes,2-Day Shipping,Yes,Yes,8,Debit Card,Weekly
3162,69,Male,Jeans,Clothing,56,Idaho,XL,White,Summer,3.41,No,Store Pickup,No,No,12,Debit Card,Every 3 Months
3163,39,Male,Shorts,Clothing,88,California,M,Pink,Spring,3.66,No,Express,Yes,Yes,17,Debit Card,Weekly
3164,21,Female,Sandals,Footwear,72,Texas,XL,Blue,Summer,3.69,No,Express,No,No,31,PayPal,Bi-Weekly
3165,69,Male,Boots,Footwear,71,Georgia,XL,Black,Fall,3.74,No,Free Shipping,Yes,Yes,1,Venmo,Bi-Weekly
3166,23,Male,Jacket,Clothing,31,Idaho,XL,Brown,Summer,4.18,No,Next Day Air,No,No,11,Venmo,Monthly
3167,55,Female,Pants,Clothing,71,Montana,L,Green,Fall,3.98,Yes,Free Shipping,No,No,42,Cash,Quarterly
3168,43,Female,Sneakers,Footwear,20,Ohio,XL,Yellow,Summer,3.49,No,Next Day Air,Yes,Yes,16,Venmo,Weekly
3169,28,Female,Jeans,Clothing,26,Oregon,L,Black,Winter,3.36,No,Express,Yes,Yes,37,Debit Card,Every 3 Months
3170,43,Male,Sweater,Clothing,36,Idaho,M,Black,Fall,3.93,Yes,Free Shipping,No,No,49,PayPal,Quarterly
3171,34,Male,Dress,Clothing,62,Arizona,M,Black,Summer,3.24,Yes,Store Pickup,Yes,Yes,28,Debit Card,Weekly
3172,41,Male,Sweater,Clothing,90,Idaho,S,Brown,Summer,3.54,No,Store Pickup,No,No,9,Credit Card,Every 3 Months
3173,45,Female,Jeans,Clothing,36,Alabama,S,Beige,Summer,3.48,No,Express,No,No,8,PayPal,Annually
3174,52,Male,Sweater,Clothing,78,New York,M,Gray,Fall,5.0,No,Free Shipping,No,No,25,Credit Card,Annually
3175,48,Female,Boots,Footwear,22,Texas,XL,Yellow,Fall,3.04,No,Express,No,No,10,Credit Card,Weekly
3176,30,Female,Sandals,Footwear,48,California,XL,Gray,Summer,3.32,No,Store Pickup,No,No,40,Cash,Every 3 Months
3177,52,Male,Sweater,Clothing,41,Montana,M,Gray,Winter,3.47,No,Store Pickup,No,No,3,Credit Card,Monthly
3178,33,Male,T-shirt,Clothing,57,Texas,M,Red,Fall,3.53,No,Express,No,No,23,Venmo,Monthly
3179,32,Male,Jacket,Clothing,73,Illinois,S,Green,Fall,4.4,No,Express,No,No,23,Venmo,Annually
3180,60,Female,Sweater,Clothing,69,Georgia,XL,Yellow,Winter,3.65,No,Standard,Yes,Yes,44,Credit Card,Fortnightly
3181,35,Female,Jacket,Clothing,88,Texas,M,Blue,Spring,3.01,No,Free Shipping,No,No,4,Cash,Weekly
3182,64,Male,Hoodie,Clothing,49,Arizona,S,Blue,Winter,4.66,No,Standard,No,No,50,Credit Card,Weekly
3183,54,Female,Shirt,Clothing,42,Texas,S,Yellow,Summer,3.96,No,Express,Yes,Yes,23,PayPal,Annually
3184,65,Male,Blouse,Clothing,66,Illinois,XL,Pink,Fall,4.05,Yes,2-Day Shipping,No,No,9,PayPal,Weekly
3185,65,Male,Sandals,Footwear,40,Idaho,S,Green,Fall,4.19,Yes,Store Pickup,No,No,4,PayPal,Monthly
3186,66,Male,Pants,Clothing,39,Michigan,S,Beige,Fall,3.06,Yes,Next Day Air,Yes,Yes,34,PayPal,Every 3 Months
3187,58,Female,Boots,Footwear,42,Alabama,L,Green,Fall,3.8,No,Free Shipping,No,No,39,Credit Card,Weekly
3188,44,Female,Blouse,Clothing,87,Idaho,M,Red,Spring,4.29,No,Free Shipping,Yes,Yes,18,Debit Card,Fortnightly
3189,52,Male,Boots,Footwear,40,Virginia,XL,Blue,Fall,3.42,No,Store Pickup,No,No,34,Debit Card,Bi-Weekly
3190,69,Male,Shirt,Clothing,40,Idaho,M,White,Fall,3.98,No,Next Day Air,Yes,Yes,34,Bank Transfer,Fortnightly
3191,62,Female,Boots,Footwear,20,Illinois,L,Blue,Spring,4.13,No,Standard,No,No,42,PayPal,Every 3 Months
3192,52,Male,Hoodie,Clothing,34,Florida,XL,Pink,Summer,2.92,No,Next Day Air,No,No,3,Bank Transfer,Bi-Weekly
3193,45,Female,Sandals,Footwear,36,California,M,Beige,Summer,3.18,Yes,2-Day Shipping,Yes,Yes,19,Bank Transfer,Monthly
3194,56,Male,Jeans,Clothing,70,Illinois,S,Green,Spring,2.43,No,Express,No,No,34,Cash,Annually
3195,55,Female,Jeans,Clothing,82,Georgia,XL,Black,Summer,3.94,No,Next Day Air,No,No,26,Cash,Every 3 Months
3196,26,Male,Jacket,Clothing,33,Idaho,L,Blue,Summer,4.93,No,Next Day Air,Yes,Yes,35,Credit Card,Quarterly
3197,29,Female,Shirt,Clothing,78,Texas,S,Red,Winter,3.38,No,Express,No,No,41,Debit Card,Every 3 Months
3198,32,Male,Jacket,Clothing,69,California,L,Yellow,Winter,3.68,Yes,Store Pickup,No,No,43,Credit Card,Monthly
3199,38,Female,Hoodie,Clothing,53,Montana,S,Red,Winter,4.41,No,Free Shipping,Yes,Yes,31,Venmo,Quarterly
3200,69,Female,Sneakers,Footwear,25,Ohio,M,Black,Spring,3.96,No,Store Pickup,Yes,Yes,43,PayPal,Bi-Weekly
3201,52,Female,Sweater,Clothing,68,Montana,M,Yellow,Fall,3.22,No,2-Day Shipping,Yes,Yes,27,Venmo,Quarterly
3202,59,Female,Coat,Clothing,25,Arizona,M,Brown,Spring,4.72,No,Store Pickup,Yes,Yes,3,Venmo,Bi-Weekly
3203,50,Male,Sneakers,Footwear,88,Idaho,L,Yellow,Spring,3.92,Yes,Next Day Air,No,No,37,Bank Transfer,Every 3 Months
3204,68,Female,Sweater,Clothing,26,Texas,XL,Red,Spring,3.66,No,Next Day Air,No,No,12,Cash,Quarterly
3205,36,Female,Sandals,Footwear,96,Florida,M,White,Spring,3.71,No,Free Shipping,Yes,Yes,47,Debit Card,Bi-Weekly
3206,40,Male,Jacket,Clothing,70,Alabama,L,Brown,Winter,4.15,Yes,2-Day Shipping,Yes,Yes,23,Bank Transfer,Every 3 Months
3207,30,Female,Pants,Clothing,20,Alabama,S,Red,Spring,3.43,No,Express,Yes,Yes,17,Bank Transfer,Quarterly
3208,61,Male,Sandals,Footwear,32,Michigan,M,Red,Winter,4.74,No,Express,No,No,16,PayPal,Bi-Weekly
3209,18,Female,Hoodie,Clothing,62,California,S,Gray,Fall,4.56,No,Standard,Yes,Yes,17,Credit Card,Fortnightly
3210,68,Female,Skirt,Clothing,46,Florida,M,Beige,Summer,3.81,No,2-Day Shipping,No,No,15,PayPal,Weekly
3211,46,Female,Skirt,Clothing,90,Ohio,S,Green,Winter,3.84,No,2-Day Shipping,No,No,26,Credit Card,Fortnightly
3212,41,Female,Skirt,Clothing,22,Oregon,L,Beige,Spring,3.29,Yes,Next Day Air,Yes,Yes,45,Credit Card,Monthly
3213,33,Female,Hoodie,Clothing,77,Montana,M,Black,Fall,3.42,Yes,Standard,No,No,2,Debit Card,Annually
3214,42,Female,Pants,Clothing,36,Ohio,L,Red,Spring,3.12,No,Express,No,No,17,Venmo,Annually
3215,40,Male,Boots,Footwear,64,New York,L,Black,Fall,3.68,Yes,2-Day Shipping,No,No,1,Credit Card,Quarterly
3216,45,Male,Sandals,Footwear,97,Montana,S,Blue,Summer,3.84,No,2-Day Shipping,No,No,30,Debit Card,Annually
3217,64,Female,Sweater,Clothing,77,Montana,M,Pink,Fall,2.85,Yes,Free Shipping,Yes,Yes,32,Venmo,Every 3 Months
3218,33,Female,Hoodie,Clothing,75,Montana,XL,Black,Fall,4.21,No,Express,Yes,Yes,30,Bank Transfer,Bi-Weekly
3219,60,Male,Skirt,Clothing,73,Texas,XL,Green,Summer,3.28,No,Free Shipping,No,No,42,Bank Transfer,Fortnightly
3220,55,Male,Pants,Clothing,48,Illinois,L,Black,Summer,4.05,No,Standard,Yes,Yes,4,Venmo,Fortnightly
3221,28,Female,Shirt,Clothing,73,Michigan,S,Gray,Fall,4.28,No,2-Day Shipping,Yes,Yes,42,PayPal,Every 3 Months
3222,20,Female,Hoodie,Clothing,46,Texas,S,Brown,Spring,4.58,No,Standard,Yes,Yes,44,PayPal,Bi-Weekly
3223,32,Female,Dress,Clothing,64,Alabama,S,Blue,Winter,4.46,No,Store Pickup,Yes,Yes,32,PayPal,Quarterly
3224,18,Female,Boots,Footwear,50,Michigan,M,Gray,Spring,4.79,No,Free Shipping,No,No,35,Cash,Every 3 Months
3225,24,Female,Sweater,Clothing,55,Virginia,M,Red,Winter,4.29,No,Express,Yes,Yes,1,Venmo,Monthly
3226,18,Female,Skirt,Clothing,100,Texas,S,Gray,Summer,3.9,Yes,2-Day Shipping,No,No,19,Cash,Monthly
3227,66,Male,Shorts,Clothing,80,Ohio,XL,White,Spring,3.52,No,Store Pickup,No,No,33,PayPal,Every 3 Months
3228,49,Female,Jeans,Clothing,56,Virginia,XL,Red,Summer,3.73,No,Store Pickup,Yes,Yes,19,Debit Card,Monthly
3229,26,Female,Pants,Clothing,86,Texas,M,Pink,Fall,4.78,No,Express,Yes,Yes,36,PayPal,Annually
3230,46,Male,Jeans,Clothing,55,Illinois,S,Gray,Fall,3.68,No,Standard,No,No,27,Credit Card,Bi-Weekly
3231,43,Male,Sneakers,Footwear,24,California,XL,Brown,Spring,3.8,Yes,Store Pickup,Yes,Yes,13,Debit Card,Fortnightly
3232,40,Male,Jeans,Clothing,65,Florida,XL,Pink,Summer,4.69,Yes,Next Day Air,No,No,27,Debit Card,Every 3 Months
3233,62,Male,Sweater,Clothing,98,California,M,Black,Spring,3.66,No,Express,No,No,46,Venmo,Monthly
3234,60,Female,T-shirt,Clothing,71,New York,M,Gray,Spring,3.32,No,Store Pickup,No,No,14,Cash,Fortnightly
3235,46,Male,Jacket,Clothing,68,Alabama,XL,Blue,Winter,4.48,Yes,Express,No,No,24,Credit Card,Every 3 Months
3236,69,Male,Sweater,Clothing,25,New York,S,Beige,Fall,3.3,No,Express,No,No,35,Debit Card,Monthly
3237,55,Female,Boots,Footwear,29,Colorado,XL,Black,Spring,4.04,No,2-Day Shipping,Yes,Yes,19,Cash,Monthly
3238,50,Male,Dress,Clothing,42,New York,XL,Yellow,Fall,3.94,No,Standard,No,No,25,Cash,Every 3 Months
3239,24,Male,Sweater,Clothing,36,Virginia,S,White,Winter,3.99,Yes,Standard,No,No,11,Credit Card,Quarterly
3240,29,Female,Hoodie,Clothing,63,Florida,M,Blue,Summer,2.35,Yes,2-Day Shipping,Yes,Yes,9,Credit Card,Bi-Weekly
3241,48,Female,Pants,Clothing,60,Florida,S,Blue,Spring,4.27,No,Express,No,No,6,PayPal,Quarterly
3242,49,Female,Coat,Clothing,34,Illinois,S,Pink,Fall,3.76,Yes,Express,No,No,36,PayPal,Annually
3243,37,Female,Pants,Clothing,63,Virginia,S,Beige,Spring,4.17,Yes,Next Day Air,No,No,37,Debit Card,Fortnightly
3244,68,Female,Jacket,Clothing,77,Illinois,S,Brown,Summer,4.1,Yes,Store Pickup,No,No,29,Debit Card,Annually
3245,34,Female,Shorts,Clothing,69,Virginia,M,Pink,Spring,3.99,No,Express,No,No,9,Debit Card,Fortnightly
3246,53,Female,Jeans,Clothing,71,California,XL,Beige,Spring,3.56,No,Store Pickup,Yes,Yes,33,PayPal,Every 3 Months
3247,20,Male,Jacket,Clothing,89,Illinois,L,Gray,Fall,3.57,No,Free Shipping,No,No,23,Debit Card,Bi-Weekly
3248,18,Male,Jeans,Clothing,87,Illinois,M,White,Summer,,No,Store Pickup,Yes,Yes,15,Debit Card,Monthly
3249,67,Female,Sneakers,Footwear,82,Arizona,S,Black,Winter,3.9,Yes,Express,No,No,11,PayPal,Bi-Weekly
3250,44,Male,Jacket,Clothing,77,Idaho,XL,Blue,Summer,3.55,No,Next Day Air,Yes,Yes,23,PayPal,Monthly
3251,70,Female,Skirt,Clothing,42,California,XL,Brown,Summer,4.37,Yes,Free Shipping,Yes,Yes,26,Debit Card,Weekly
3252,64,Male,Boots,Footwear,63,Colorado,S,Pink,Winter,3.6,No,Next Day Air,Yes,Yes,1,Debit Card,Annually
3253,57,Female,Boots,Footwear,63,Florida,M,White,Spring,3.21,Yes,Store Pickup,No,No,30,Cash,Weekly
3254,50,Male,Jeans,Clothing,71,California,S,Black,Fall,4.16,No,Next Day Air,Yes,Yes,17,Venmo,Bi-Weekly
3255,37,Female,Shorts,Clothing,86,Florida,XL,White,Spring,4.93,Yes,Store Pickup,No,No,47,PayPal,Annually
3256,31,Male,Skirt,Clothing,47,Texas,XL,Blue,Spring,3.1,No,Standard,Yes,Yes,46,Venmo,Weekly
3257,53,Female,Blouse,Clothing,86,Idaho,M,Gray,Winter,3.72,No,Store Pickup,Yes,Yes,41,PayPal,Weekly
3258,22,Male,Sandals,Footwear,97,Arizona,L,Brown,Winter,4.44,No,2-Day Shipping,No,No,23,Bank Transfer,Annually
3259,40,Male,Sandals,Footwear,37,Arizona,S,Beige,Spring,4.14,No,Next Day Air,No,No,36,Cash,Annually
3260,62,Female,Shorts,Clothing,46,Ohio,L,Yellow,Summer,4.17,Yes,Express,Yes,Yes,41,Venmo,Fortnightly
3261,32,Male,Coat,Clothing,70,Virginia,XL,Brown,Fall,3.82,Yes,Standard,Yes,Yes,5,Cash,Monthly
3262,23,Male,Blouse,Clothing,79,Alabama,L,Beige,Summer,2.21,Yes,Free Shipping,Yes,Yes,35,Credit Card,Every 3 Months
3263,50,Male,Sneakers,Footwear,93,Oregon,S,Pink,Spring,3.95,Yes,Store Pickup,Yes,Yes,50,Venmo,Weekly
3264,36,Male,Shorts,Clothing,68,Florida,S,Gray,Spring,4.02,No,2-Day Shipping,No,No,9,Venmo,Quarterly
3265,30,Male,Skirt,Clothing,34,Colorado,XL,Beige,Fall,4.48,No,Standard,No,No,4,Bank Transfer,Annually
3266,46,Female,Sandals,Footwear,92,Georgia,M,Gray,Summer,3.35,Yes,Next Day Air,Yes,Yes,7,Venmo,Fortnightly
3267,23,Female,Hoodie,Clothing,87,Michigan,M,White,Spring,4.81,No,Standard,No,No,1,Credit Card,Monthly
3268,32,Male,Sandals,Footwear,34,Alabama,XL,Brown,Spring,3.61,Yes,Express,No,No,16,Credit Card,Fortnightly
3269,33,Female,Sandals,Footwear,70,Texas,S,Brown,Winter,3.51,No,Express,Yes,Yes,25,Cash,Quarterly
3270,41,Male,Skirt,Clothing,67,Arizona,M,Blue,Fall,3.37,No,Express,No,No,6,Credit Card,Every 3 Months
3271,40,Female,Shirt,Clothing,91,Georgia,L,Brown,Winter,4.43,No,2-Day Shipping,No,No,38,PayPal,Monthly
3272,65,Male,Shorts,Clothing,20,Colorado,XL,White,Winter,3.14,No,Standard,Yes,Yes,14,Debit Card,Bi-Weekly
3273,27,Male,Sweater,Clothing,26,Texas,L,Blue,Winter,4.18,No,Standard,Yes,Yes,37,Venmo,Bi-Weekly
3274,58,Male,Pants,Clothing,72,Oregon,S,Gray,Spring,3.32,No,Next Day Air,No,No,11,Cash,Fortnightly
3275,58,Male,Sneakers,Footwear,50,New York,M,Red,Summer,3.77,Yes,Free Shipping,No,No,1,Cash,Every 3 Months
3276,66,Female,Sandals,Footwear,37,Idaho,S,Beige,Winter,2.89,No,Express,Yes,Yes,42,Cash,Bi-Weekly
3277,34,Female,Pants,Clothing,31,Ohio,L,Black,Summer,4.27,No,Free Shipping,Yes,Yes,1,Cash,Annually
3278,66,Female,Boots,Footwear,67,Texas,S,Gray,Spring,3.71,No,Free Shipping,No,No,36,Venmo,Monthly
3279,61,Male,Hoodie,Clothing,49,Oregon,S,White,Winter,4.13,No,Express,No,No,8,Cash,Quarterly
3280,62,Female,Jeans,Clothing,26,Ohio,XL,Gray,Spring,3.69,No,Express,No,No,32,Venmo,Quarterly
3281,47,Female,Shorts,Clothing,22,Idaho,XL,Black,Winter,4.12,No,Next Day Air,No,No,33,Cash,Bi-Weekly
3282,61,Male,Dress,Clothing,82,Oregon,S,White,Winter,3.77,Yes,2-Day Shipping,Yes,Yes,8,Cash,Weekly
3283,63,Male,Skirt,Clothing,25,California,XL,Brown,Spring,4.24,No,Express,No,No,14,Debit Card,Weekly
3284,27,Male,Shirt,Clothing,34,Michigan,S,Gray,Fall,4.12,No,Free Shipping,No,No,24,PayPal,Every 3 Months
3285,36,Female,Boots,Footwear,90,Texas,L,Beige,Fall,3.92,No,Next Day Air,Yes,Yes,49,Credit Card,Weekly
3286,46,Female,Shorts,Clothing,62,Illinois,XL,Pink,Summer,3.26,Yes,Standard,Yes,Yes,41,Credit Card,Bi-Weekly
3287,19,Male,Sneakers,Footwear,100,Montana,S,Brown,Summer,3.54,No,Next Day Air,No,No,29,Credit Card,Bi-Weekly
3288,53,Female,Hoodie,Clothing,37,Arizona,XL,Brown,Spring,3.34,No,Express,No,No,25,PayPal,Bi-Weekly
3289,36,Male,Shirt,Clothing,41,Georgia,S,Red,Spring,4.66,No,Store Pickup,No,No,6,Venmo,Annually
3290,24,Female,Sneakers,Footwear,80,Arizona,XL,Pink,Spring,4.27,No,Express,No,No,1,Credit Card,Monthly
3291,43,Male,Boots,Footwear,80,Arizona,M,Green,Fall,3.82,Yes,2-Day Shipping,Yes,Yes,23,Credit Card,Weekly
3292,32,Female,Shorts,Clothing,72,California,S,Pink,Fall,3.46,Yes,Next Day Air,No,No,41,Credit Card,Fortnightly
3293,64,Female,Sweater,Clothing,45,Montana,M,Red,Winter,3.33,No,Express,No,No,33,Venmo,Every 3 Months
3294,55,Female,Boots,Footwear,59,Idaho,S,Yellow,Winter,3.87,No,Free Shipping,No,No,14,PayPal,Monthly
3295,20,Male,Dress,Clothing,27,Michigan,M,Black,Spring,4.91,No,Free Shipping,No,No,28,PayPal,Every 3 Months
3296,55,Male,Sneakers,Footwear,40,Virginia,S,Red,Spring,3.8,No,Next Day Air,No,No,29,Bank Transfer,Every 3 Months
3297,33,Male,Shirt,Clothing,62,California,XL,Yellow,Summer,4.52,Yes,2-Day Shipping,Yes,Yes,43,Bank Transfer,Monthly
3298,19,Female,Shirt,Clothing,40,Arizona,M,Blue,Fall,3.97,No,Store Pickup,No,No,40,Venmo,Bi-Weekly
3299,48,Male,Pants,Clothing,22,Oregon,XL,Brown,Spring,4.14,No,Next Day Air,Yes,Yes,23,Debit Card,Bi-Weekly
3300,45,Female,Sneakers,Footwear,50,Michigan,S,Green,Fall,3.51,Yes,2-Day Shipping,Yes,Yes,44,Cash,Monthly
3301,24,Male,T-shirt,Clothing,46,Arizona,XL,Red,Spring,3.68,No,Free Shipping,Yes,Yes,38,Venmo,Bi-Weekly
3302,47,Male,Shorts,Clothing,46,Oregon,S,Beige,Winter,3.3,No,Express,No,No,49,Cash,Weekly
3303,60,Female,T-shirt,Clothing,92,Alabama,XL,Green,Spring,3.98,No,Standard,No,No,43,PayPal,Monthly
3304,24,Female,Coat,Clothing,76,Ohio,M,Blue,Winter,3.65,No,Express,No,No,10,Cash,Annually
3305,53,Male,Shorts,Clothing,52,Ohio,S,White,Summer,4.02,Yes,Free Shipping,No,No,27,Bank Transfer,Annually
